element_id,rating,name,text,word_count,sd,ave_sentiment
256,1,JA,"Absolute worst experience with tele-health. My insurance company uses PlushCare, but it took forever for PlushCare to apply my insurance. It was constant going back and forth between my insurance company and PlushCare. What was more frustrating was that they made me the middleman. In addition to my insurance issue, my doctor was a no show for TWO appointments. I know I could visit another physician, but it is still just a terrible experience if I want to see a specific physician again. But wait... I'm not done. My physician gave me a referral to see a specialist. I filled out the form after the appointment to complete the referral with the promise that the PlushCare team will be in touch to complete the referral. No one has been in touch, and it has been over 5 days (3 business days and 2 weekend days). Fortunately, my insurance allows me to visit a specialist without a referral, and I won't have to deal with PlushCare to complete the referral. The idea of PlushCare is great, but they dropped the ball so many times that I would never recommend this to friends and family.",191,0.204890164066697,-0.145073576479953
257,1,Robert Bass,"Plushcare seems to be a waste of time and nonsense. I  inquired with Plushcare AFTER receiving an email from them regarding colorectal  cancer and Cologuard. Just by coincidence I had been trying to a get a prescription for Cologuard. When I looked and called regarding the background of their doctors , none was a gastroenterologist. Since they claimed to take various insurances, I asked if they took Medicare. They do not. Many people who develop colorectal cancer are older and possibly seniors and therefore use Medicare. In the time of Covid ,when it is difficult to get medical appointment, why are organizations like Plushcare wasting people's time with such junk",109,0.17993017643121,-0.187351514411991
258,5,Susan Herrod,"Great dr, asked appropriate questions, easy to talk to, great follow through..amazingly easy",14,0.00319726474218091,0.921499623122956
259,1,Tuyen Le,The dr told me to go to urgent care but i got a bill of 200usd .....,16,,6.25000000000001e-05
260,1,Ong Xa,Waited for 30 minutes and doctor never showed up.,8,,0
261,1,JT Griffo,The website is outdated and could not find my physical address.  My address has been on google maps and similar apps for years.  They don't mention what time zone the appointment is in.  They don't say when their reps will be available to take a phone call and what time zone.  If they correct these issues they will get 5 stars from me.,62,0.180347303767664,-0.0576940683786754
262,5,Jennifer Lifsey (Jenn),"Today was my first time using Plush Care, and I would definitely recommend the service.  My physician, Dr. Christina Garcia, was professional and friendly.  From the registration to the video chat, I couldn't have asked for a more pleasant experience.  I absolutely love it!",44,0.329632536160986,0.41950266718163
263,1,Cody Hawkes,Biggest scam of 2020 and that says a lot. Charges way more than copay every time and never even got my prescription.,21,0.125,-0.0964646260582434
264,5,L. DeLaney,"PlushCare is an excellent service provider of the healthcare industry. Dr. Judith  Tessama was  my care physician. She is knowledgeable, understanding, empathetic and everything else you need a doctor to be. I recommend giving PlushCare and their excellent doctors an opportunity to help you during the COVID -19 epidemic. This is the safest way to go!",55,0.119091210075139,0.385888752708964
265,5,Taylor Marie Sugameli,My doctor was AMAZING. Thank you for being there for me Dr. Scott!,13,0.058925565098879,0.208333333333333
266,1,Dee Key,Booked an appointment and The doctor had someone give me a call after they charged my card to tell me she couldn’t prescribe me antibiotics for an abcess on my chest that I let her know I have had come back for years and when I go to the hospital they ask if I want it drained or to try antibiotics yet she says she needed a physical exam. It was definitely a waste of my time I don’t understand what they could possibly do over the phone if she wouldn’t even take a look at the abcess or prescribe the antibiotics as if it’s addictive which IT IS NOT. Definitely don’t think this is the best or very legit.,125,0.144836730749398,0.104918284004821
267,1,Kathy Prescott,Spoke with a physician and was charged a fee for nothing! Got no prescription and now I still have no way to care for the issue at hand. Not like money isn't tight already! No thanks. Will not be using you ever again nor will I reccomend you.,48,0.380773793443066,-0.148274960103097
268,2,Sam Haihm,"Gold Stars for physician quality based on my experience w 2 Plushcare MDs in 2019. But Red Flags for Plushcare's sneaky """"monthly membership"""" fee, $9, a 'membership' I never authorized, but they've been skimming from my bank acct since my second and last appointment, 12/2019. Not cool. Now cancelled (with confirming email, which is more than I got confirming 'membership).' No trust. Will change bank acct too. Hassle.",64,0.317967977806283,-0.248583396528162
269,1,bill t,Crooks - had to pay upfront $99 to refill a prescription that cost $1.47. My insurance payed them later and they kept that too.  The next month there was a 15.99 charge on my credit card. Cancelled card - the last dollar they are going to steal from me.,44,0.268543464347399,-0.171818660563712
270,5,Gail DodsonG,"Used Dr Thomas Wade with PlushCare appt today. Excellent on time, professional service. I was in a bind w/ bp medication refills. Was extremely satisfied..... my refill was at the pharmacy of my choice in one hour!  Really liked Dr. Wade.... thank you!",43,0.502726644275797,0.530815794839133
271,1,Jessica Autry,"My doctor was excellent, but the payment system was horrific... borderline insurance fraud. The cost was advertised to be $20 with insurance (which I had) and $50 without. I was told after making my appointment, the cost would be $99. I was okay with that, but THEN my insurance was also billed $199 for the visit and then another $134 for the “health assessment survey” I was REQUIRED to fill out. Absolutely ridiculous.",68,0.393818777720088,-0.343503670755776
272,5,Samantha,If I could give 6 stars I would DR. Riad Abdelkarim was superb highly recommend.  Thank you so much for helping me out,22,0.552088155888111,0.563888556567035
273,1,Glen Marshall,"I have some sort of urinary tract infection.  I was told to go in for a urine test, which is an additional $135.  The cost is fine, but the next day I was told I would need to wait 3-5 business days for the test results before I could receive any medication.  This is an unacceptable wait time.  On the positive side, everyone I spoke to was courteous.",66,0.318292471436184,-0.00664710511415847
274,5,RogerWendel,"My son was caught in a perfect storm right before Memorial Day....primary care Dr retired, extremely bad throat and sinus infection, Sunday before a holiday and a very poor “minuteclinic” experience....Thank god for plushcare.com prescribing an antibiotic to cure him!  We owe you as a family....I’d give you a 100 stars if I Could!  Sincerely,   Roger W Wendel   (Sugar Creek, MO)",65,0.249656052254428,0.158403356467457
275,5,Leo,"Great service and very affordable and easy to use.  It helped me a lot during the """"Covid-29 Isolation period.""""",19,0.694000142480168,0.473613109236195
276,5,Linda H,"There are so many times when it is not convenient, nor necessary, to go to a doctor's office. PlushCare to the rescue! The doctor's have taken care of my concerns in every instance at a time that is best for me in the comfort of my own home. They have been knowledgeable, caring, and efficient.",55,0.298839814127161,0.192570463306012
277,5,Julie,"The kindest and most compassionate Dr. I have met, Dr Natalie Marino has an amazing way to communicate and care about the patient. I'm grateful for Plushcare and her. I recommend 100%.",31,0.257069686745977,0.528477872194194
278,5,Erin,"I used Dr. Marks as my Teledoc when I thought that I had the Covid virus. He was reassuring, very knowledgeable, and gave me exact instructions on how to handle everything. I feel very reassured and calm after talking to him. I can’t recommend him and the service enough. I also called back a few months later and he helped me with continuing issues. I highly recommend Him and this service.",72,0.347390019796359,0.238910001960811
280,1,Jesse,Sorry for the 2 star but I relied on you guys to get me a doctor for a MRI and you faild.i need to be treated but it seems like you guys have a non chanlonat attitude.  I looked elsewhere. The doctor was good the follow up never happened.,49,0.152101290277529,0.0462648232496725
281,5,E.S.,It was easy to make an appointment and the Dr was wonderful.,12,,0.44744645862196
282,5,Daniel,"Awesome, fast easy and friendly...exactly what I needed.",9,0.996117462953039,0.768720788590808
285,5,Jen,"I ran out of my normal anxiety medicine and my therapist had not answered my phone calls or emails for the past few weeks. Panicking, I googled how to get a refill and CarePlush came up. Within an hour, I had an appointment, got my prescription filled, and my anxiety level dropped amazingly. This is a great service and I would highly recommend to anyone who needed their medicine filled.",70,0.230993067020187,0.00446640908146944
286,1,Maybe Mary,Id give 0 stars if possible. They claim new prescriptions but will not do so. Multiple harassing phone calls. Blocked number and they'd call from a different one.,27,0.0667112295505648,-0.0436549364048353
287,2,Matt,"I've been using PlushCare for over a year and it had been wonderful, and the convenience and the doctor I usually see has been great.  I've never been charged a """"subscription fee"""" in that time until this month when I noticed $14.99 on my credit card.  I searched my spam and trash to make sure I didn't miss a notice of this new fee, and didn't find a single thing.  This is fraud to start charging a subscription to existing customers without notice!  Then I investigate, there is no way to cancel in the app and it took me quite a few minutes to figure out where it was on the website.  Your service has been great, but I'll probably be looking elsewhere now due to these shady practices.",128,0.21985674064872,0.0836278115518046
288,5,Abby Chaudron,"They were absolutely a pleasure to work with. There were tech issues the first evening and so I had to re book for the next day. They didn’t charge my card for that first day, since there was a tech prob and they got the issue taken care of between 6:30 on a Saturday evening, and that morning at around 3 am when I booked another appt. I messaged the care team that Saturday night and by Sunday morning I heard back and everything was taken care of. The care team there was on top of their game and they were great!!  The doctor was absolutely nice! He listened to what was going on and what I needed. It was a great experience after the tech hiccup!  Will definitely be going back. And for the price, you can’t beat it. I didn’t have ins, so I also looked up prices on good rx and I called a local pharmacy that I knew had good prices, and I did this ahead of time so that I had the info for my pharmacy before speaking with the doc. Anyways, 2 thumbs up and 10 stars for greatness!!  Thanks again and I would recommend anyone to them!",203,0.273621317221944,0.31011376648346
289,3,Eddie L.,"I have been reading these reviews, and I reserve my option to give them four or five stars, instead of three.  I do applaud them for giving people an opportunity to voice their reviews here about Plushcare.  I don't consider myself stupid, I have a college degree and a master's degree but somehow I  was led to believe that this was a.doctor's """"visit.""""  I stepped on a large staple, and it was embedded in my heel.  It was a Saturday night and I didn't want to go to the emergency room. We all know how that goes. I needed it removed. ( I explained all of that in the description/instructions) It was only after I paid the $99, did I see the Sunday a.m. appointment was a """"video"""" visit. Obviously, you can't remove a staple through a video visit.  Perhaps, my bad.  Well, I spent the rest of the night and early a.m. calling everywhere and sending emails everywhere to cancel this visit.  Finally, the next morning, I received an email from Plushcare, advising that I needed a person to person visit and that they were going to cancel the video visit and issue me a credit/refund. (To appear on my account within 10 days).  My complaints, are as follows:  Much of all of this was run through Algorithms, although understandably, all on off hours...Somehow, I believe I was DECEIVED into thinking this was going to be an in person visit and not a video visit. Why will it take 10 days for the credit to appear on my account?   The cancellation was made mere seconds after the charge.  (As people say money is very tight these days).  Also from reading all of these reviews I don't want to be charged $14.95, nor do I want to be a member at this time.  So, I hope that doesn't occur.  Plush Care certainly has a place in our business world, and no doubt is a great service for those people needing such a service.  But it didn't happen in my situation.  I will revisit this review upon a successful conclusion.",350,0.256328694866065,0.0809589777619752
290,1,Denise Montanile,"I was billed twice in the amount of $14.99 for telemedicine services I never ordered. The first fraudulent charge was refunded in April and a second fraudulent charge was billed on May 15,2020. A complaint has been filed with the California Attorney General!",41,0.104260890526562,-0.126921329502134
291,1,Jae Meigel Hudson,"Paid for membership, booked and paid for appointment, doctor never showed! But they sure took payment from my account. Praying I can get my money back so I can find another doctor.",32,0.153031402135105,0.030471181105527
292,5,Jim L,"I'm sure not every issue can be handled using tele-medicine, but Plush Care sure has made it easy and effortless when its appropriate for the circumstances.  I'm very pleased with the care and attention I received from the doctor I saw - he was a real person, with genuine concern for my concern.",53,0.982859746191527,1.75009159853075
293,5,Kathrina Barnes,"PlushCare is genuine and in my honest opinion quite unique experience.  Some individuals like myself cannot afford to go to healthcare facilities.  If you are a person who knows their medical history and are in need of a physician to  refill your medications that is needed on a daily basis, then PlushCare is the right place for you!!!--K. Barnes",60,0.505477062870177,0.175427725438187
294,5,Angela Barnes,Great Enter action with Team and Doctors.Really Care about Patient .The next day follow up really shows you care.Thank you for Caring!!Angel,25,0.471287778870392,0.67017173756422
295,5,Alejandro Rodriguez,It was a simple and  convenient experience.,7,,0.302371578407382
296,1,landon ouzts,"Great service to start  (2 months ago) . I had a back injury and without Insurance needed to see a doctor. The doctor was great, and the appt quick . Issue resolved.However , one month later I was charged 14.99$. This is apparently their recurring fee once you sign up. I was unaware.No matter, the fee was charged and I called to cancel the service . I did not ask for a refund . I sat on hold for 30 minutes waiting to talk to someone . This is due to how they have set up their app and website (which don't allow you to cancel without calling ) it's a scheme to make it more difficult for customers to cancel the service. I'm sure one of their reps will respond and say """" the app currently doesn't allow you to cancel but you can do it on a desktop"""" . FALSE. I tried the app to no avail and tried the desktop only to be told that the system was unavailable to cancel at the time and I must call.So....anyway.... After my 30 minute wait I spoke to someone who assured me that the service would be cancelled . Add another 15 trying to cancel and I've spent 45 minutes trying to get something very simple accomplishedThe end .Just kidding. They charged me again this month .... After all that . So, I've sent an email and called my credit card to dispute he transaction. It's not about the 15$. It's about the lack of customer service and apparent disregard for my request to cancel . I signed no prolonged contract.I doubt any of that will make a difference , and I'll probably have to call and wait ...again.I figured the only control I have (without changing my credit card numbers) is to leave a review and show others how they've treated me.In the end this company does nothing but set up the appointment through the app. That part is great but apparently needs to be done by someone else . This should be a per appointment fee, not a recurring charge . I don't mind paying for the set up.I don't have your company on retainer and you've done nothing to help me at all.... The doctor did .",365,0.263216439451965,-0.14429880421798
297,5,Louis Harrington Jr,I highly like the services that we're offered to me. All questions were answered in a timely manner,18,0.0762461179749811,0.230690842355896
298,2,Joe,I left a message for someone to contact me back early in the day.   Computer message said someone would call me back when a representative is available.  Its many hours later and still no return call.  I would like info about a test I took.   Thank you,47,0.13160104979704,0.175684436251329
299,4,Glenda Jeffery,i Rated a 4 due to there were appointment time slots that were listed but once you click on the time the time slot wasn’t available and I also feel the cost of the office visit was too expensive during a pandemic for an online appointment.  I also sent the attending HCP a follow up message there was no need for a follow up visit but I still received multiple messages from a different HCP regarding a follow up appointment.,80,0.142908612618825,0.130540040303712
300,4,Lazeal Moore,"doctor was great... but been waiting on my doctor note since my appointment,  Lazeal Moore.... what was early today at 2.00 pm ctd.?",22,0.166666666666667,0.140944533849083
301,5,Michelle Petrizzo,Best experience! Fast and efficient,5,0.46443450831176,0.681958180837559
302,1,Raymond Martinez,"Great assessment and initial service by the physician who ordered my test, but very disappointed to learn that they received my lab results from LabCorp at 7am on Friday morning and it's now 600pm on Monday and they still haven't delivered my results or answered my messages.  As a Quality Assurance RN, this is NOT acceptable!  They also send me multiple marketing emails (SPAM) daily, but can't deliver my results.  I think this company jumped on the telemedicine bandwagon and is trying to capitalize on the Covid-19 pandemic and I will make it my mission to have them thoroughly investigated and shut down!!!",103,0.329863996634358,0.0269027767368154
303,5,TS,"Excellent service, would recommend to anyone!",6,,0.612372435695795
304,5,Valerie Fox,"So easy, very professional, impressed by the doctors!",8,,0.96873629022557
307,5,Scott Siebenlist,"Always professional, caring and accurate. Thanks again",7,0.111096095821889,0.502820871430937
308,5,Iesha Marshall,Honest helpful and straightforward person,5,,0.894427190999916
309,5,Clif Bowser,They were available and accurate in the diagnosis and treatment. Greatly appreciated.,12,0.496114561800017,0.603788183707655
310,5,Pamela Strober-Obioha,Thank you so much for being there for me. I will be call back again. The doctor was excellent. Thanks again.,21,0.231117077422791,0.284648451506098
311,5,Michelle Chavez,"Plush is easy to use. The doctors are friendly, caring, and knowledgeable. They are always prepared to make a correct diagnosis and help you to the best of their ability.",30,0.120004015381867,0.539040537848033
312,5,Thomas Silkowski,great care!  right on time and accurate diagnoisis,8,0.0860471904319303,0.999815619923353
313,1,Zana Karimi,"This is truly a fake service and they just want your money. I got charged for $99 on my first visit even though I had insurance. I was suffering from possible Covid19 and my online visit took about 10 minutes! I am now being charged monthly payments and there is no way for me to cancel. They don't answer phones or emails, and their online website does not work. THIS IS TRULY A SCAM, PEOPLE!!! I have to call my bank and ask them to block them from taking my money. Shame on you for doing this in this hard time when America is not in a very good condition.",108,0.195083884304418,-0.0918831813081761
314,5,Brandy Mullinax,"My experience with Plush Care was amazing. I was down to my last 5 days of medication and was dreading trying to see my pcp because she has been reluctant to refill my anxiety medication. I was able to get a same-day appointment with Dr. Cleary at 8:15pm, which was super convenient with my work schedule. The appointment was efficient and I felt like Dr. Cleary set me at ease about the process with Plush Care. As a skeptical person, I admit I wasn’t sure how quality the services would be as this was my first time using a telehealth provider. However, I must say Dr. Cleary was extremely knowledgeable and even expressed an interest in discussing my other medical conditions, which made me feel that my visit was not just about throwing medications at a problem, but rather reaching a consensus about a long term treatment plan. His approach was very comprehensive, addressing my medical history as a whole. In the end, I was able to get my medication refilled and I left the appointment feeling assured in the care I received and I can honestly say I look forward to following up in a few months.",199,0.421785357454543,0.345723261524786
315,5,jIM,My lung specialist wanted me to come to his office in the medical center of the hospital. Probably wanted his $500.00 fee at my Health Risk. I called Plushcare rep. very nice lady. 5 maybe 10 minutes later we were done and I had an appointment for 1:30 following day and the doc called on time very nice guy got my prescription for Symbicort  and I asked him if he could prescribe Mucinex so maybe insurance might cover it if a doc says I need it. The reviewers who gave a bad reviews are probably looking for looking for dope. I read their reviews and you can't get dope without seeing a doctor. One said this is a scam. That person doesn't have a clue. I had my prescriptions in 4 hours. 3 1/2 hours was the wait was the pharmacy.,134,0.261656931737299,-0.0211310075751734
316,5,Mavis,"Outstanding service for my first telehealth appointment. I'm a registered nurse in NYC, and my internist is occupied with his critically ill patients. Dr Panach was amazing, caring and thorough. Great to speak and see your doctor. She was on time, and took her time to ask and answer questions. Called in my prescription to my own pharmacy.  So convenient. Its important to understand to log into the app using your email and password. Then you can facetime the doctor you chose. Highly recommended!!!!",84,0.280845196353428,0.309349646659125
317,5,L W,"I posted a review this morning in regards to my appointment video being shut down multiple times while speaking with my doctor. (The physicians at Plushcare are really great!!) I received a reply to my review from a Plushcare team member who was very concerned and assured me that the issue was being attended to. I am very appreciative to her response and care in this matter. It is with gratitude that I am gladly editing my review. Thank you, Veronica, for caring for my health as well as others for whom this has impacted",95,0.364777096232485,0.304107842551988
318,1,profits10 fratt,"At a time when America is in a very bad way theres nothing worst than SCAMS. Since our Hospitals are being over run with patients these kind of scams come out. PlushCare is a fake service. They want your $25.00 DONT DO IT! These are the kind of companies that fiend on ppls pains & desperation's.  There reviews are all most likely fake. Trust me what I'm saying I tried to use there service but they lied & cancelled it.   Stay with your family doctor any doctor you find on line like these people are surely FAKES!  Stay away they want your money, & sick  desperate people.. Stay far away!  God Bless Us All From Scams Like These degenerates.",115,0.297746109809508,-0.265701312446155
319,1,Mariann Aquilina,STAY AWAY.  My grand daughter who is 2 was prescribed the wrong dosage of medicine 2 times.  The dosage was to high.  The first time she vomited multiple times  ∵ her parents thought it was correct.  Then my daughter called and spoke to another MD who said he was a pediatrician and he sent a script to the pharmacy for another antibiotic.  Since I’m a healthcare professional I reviewed it & the dosage was more than twice then what she was suppose to receive.  It could of killed her and caused her major health problems.  My daughter found the old prescription from her regular pediatrician which had the correct dosage on it.  This just confirmed how wrong this telehealth MD from this firm was.  DO NOT USE THIS COMPANY.  Always check dosages before giving meds to your children.  They have to be calculated using their weight.,143,0.150779859378935,0.0733505608193906
320,1,Thomas Doherty,Stay away. Had a consultation and was approved for a Cologuard test kit. Spent four weeks faxing paperwork and e-mails to the company with no results. Very disappointed with this company. They seemed legitimate.,35,0.495152611658176,-0.0500850715366867
321,1,Julie Lamb,"I was so disgusted with this service I would never recommend it to anyone. My daughter is a college student 3 hours from home and has been suffering panic attack and OCD issues. She has a counselor on the school staff but they cannot write a prescription. I called plushcare on a Sunday evening and sat on hold for 45 minutes, I then spoke with a representative and asked point-blank if my daughter scheduled an appointment will she be able to talk to a medical professional that could write her prescription for something like Prozac, I was told yes. She booked an appointment for 12:30 the next day and was really looking forward to it. She got a message 15 minutes beforehand that they cancelled her appointment?! I called and spoke with another representative and he just simply said the doctor reviewed her information and said she needed to see a physician in person?! I have a child on the verge of a nervous breakdown, she was really looking forward to speaking with professional and getting a prescription and they pulled the rug right out from underneath her.",185,0.457291862223629,0.0384517616090491
322,5,Kim Gossett,"This was my first time using the app & service. The rxperience was so wonderful. So easy, the doctor was very nice & understanding.  We were both experiencing  technically connection difficulties due to weatherIm sure he called me to finish the live chat. Called me in medicine. I will chevk back in about 3 wks to see how things are going and the price will be half of todays visit. I didnt have to take off work, called in for the appt on a sunday. I mademy appt sat for a sunday appt at my convenience. Overall I give Plushcare a 5. Id give a 10 but thats not an optiin. Thank you!!",108,0.381906960688467,0.239843520250306
323,5,Melanie Vaughn,"Easiest appointment I've ever had and Dr. Marks was wonderful. He was kind, personable, and showed genuine concern for my well-being. I will use this service whenever possible. This was by far the easiest doctors visit from scheduling to picking up my prescription that I've ever had. Would recommend to anyone needing a doctor on short notice. It took 13 minutes out of my work day, rather than several hours - which helped to alleviate my stress. I had none of the issues waiting around that you usually do with a doctor's visit. Overall I'm thrilled with this website!",98,0.211187613645743,0.316234399977805
324,5,J,"I am extremely pleased with the services PlushCare provides, and especially pleased with Dr. Tina Wu (Northern California) who I recently had an appointment with through PlushCare. I have never used any online health care service provider before and was unsure about how PlushCare worked or how complicated the process might be. I was extremely pleased with my entire experience and amazed at how quickly and easily I was able set an appointment to meet with Dr. Wu (within an hour of signing up) and get my prescriptions renewed immediately. I was very happy with how easy it was to complete the online information and to meet with a physician via video chat using my iPhone without driving anywhere or waiting to see a physician in person. I also appreciate Dr. Wu's undivided attention during our call, the excellent advice and feedback she gave me, and the fact that she answered all questions I had regarding a number of health related issues. I also greatly appreciate the fact that Dr. Wu was available to take a call from my pharmacy to approve a slight adjustment to my prescription because the pharmacy was out of one of the medications prescribed. I found the price to be very, very reasonable, especially for the level of medical service provided, and the cost to use PlushCare was actually far less than it would have cost me in time and fuel expenses to drive to an appointment and wait to see a doctor to achieve the same result. Based on my excellent experience with PlushCare, I would definitely recommend their services to anyone who is in need of medical care -- with or without healthcare insurance -- and would definitely recommend Dr. Wu for anyone seeking excellent medical care/advice in California.",295,0.537374305182039,0.438989457219671
325,5,Ryan,"I can't describe how awesome and convenient this service is for me. I had the pleasure of having Dr. Klenk as my physician, and her assistant. She helped me tremendously with getting enrolled on a medication program and was so thorough and showed honest concern for my health and well being, she's actually the best physician I have ever had.  Amazing app and amazing Dr, thank you so much!",69,0.469594429207653,0.199303721768163
326,5,Karen Terry,I had  an amazing experience with Dr. Allan Marks. He was kind and thorough. He answered my questions and refilled my meds. This was by far the least stressful doctor’s “visit” I have ever experienced.,36,0.291857837122109,0.258965280582396
327,5,Sudio15,called spoke to doctor prescription was filled.very easy very quick.,11,1.65462986797652,1.27690601183325
328,5,Kenjibaby,This is such a great service! I spoke with the doctor and my perscription was filled in about 30 minutes and that was all. Thank you!!!,25,0.177480405508104,0.196881477104964
329,5,DeLe Holbein,"Purchase has been solid and sound care for me when absolutely no one else cared. Very efficient, and got my life meds to my rd quickly.Saved me time and time againThanks teamGratefullyDeLe Holbein",34,0.221864366864992,0.459564235617702
330,5,patient,"Dr. David Dante was extremely helpful when it was a really stressful time with pneumonia. I had been in and out of the hospital, but needed some advice on whether I should go back to the ER or go to urgent care. This service is great! Perfect when I'm traveling and need a prescription refill or need to see a doctor.",61,0.272569616313906,0.0508334604061895
331,5,patient,Very easy to use and every Doctor has been great to work with. Have refilled my meds and taken care of labs for 2 years without a problem!,27,0.452850585476216,0.387029030332637
332,1,Zakaria Mustafa,talked to Allison Lovell 3p could not be more disappointed notonly rude but did not do anything last time time i ever will usethis BS service,26,,-0.156794850042978
333,5,Steven S,"Spoke with Dr Garcia and she was very kind and understanding, simple setup and the ease of this is superb. Will do it again if anything comes up!",28,0.703606779387464,0.542985318925254
334,1,Diamond Dust Escorts,"Read the reply and you will know what I am talking about. I do not take controlled substances, however, Plushcare thinks otherwise. (Lol)If you are searching for an online doctor, avoid Plushcare at all costs, and sign up with Amwell. Amwell may charge $199 for the initial consultation, however, it goes down to $95 from the second visit, which makes it more economical than Plushcare in the long run. I was utterly disappointed and disgusted by the way Plushcare agents reacted to my questions. Plushcare lack accountability, professionalism, and courtesy. Plushcare may promise you the world, but fails to deliver what they have promised. Quality wise, Amwell is much more higher and when I got fed up with not getting anywhere with Plushcare, I immediately signed up with Amwell within just a few minutes, and got my consultation the same day. To be specific, Plushcare agents don't have time for you. I highly recommend Amwell, which is very helpful. Just no comparison to Plushcare.",163,0.328667985811523,0.130863992843459
335,5,Ronald Bridgwater,"This is a fantastic service! I am Canadian and was travelling to San Diego for a conference. I developed respiratory issues on the flight out due to the air conditioning system being stuck on full heat the entire journey. By the time I reached San Diego, I could hardly breath. I discovered Plushcare on a google search for medical care and made an online appointment. I received a response for the doctor on schedule. He reviewed my symptoms and my history of chronic respiratory issues. A prescription was sent to a pharmacy 2 blocks from my hotel. Within a couple of days, I was starting to feel great relief and by the time I returned to Canada, the issue was mostly resolved. I highly recommend Plushcare.",125,0.300267659025657,0.047369932486904
336,5,Rebecca DePasquale,"I am without insurance which is unknown territory for me. I woke up with pain in my eye, knowing the symptoms of a corneal ulcer. I considered going to an urgent care but found PlushCare when googling. I read the reviews and paid $99For an appointment with Dr. Stephanie Anderson. I used the app to connect to Dr. Anderson. She’s was kind, thorough and I felt like I was there right with family doc. In 10 minutes we addressed my eye and my regular prescription that needed a refill. She sent the scripts to the pharmacy that I pre-chose before the end of our appointment and my scripts were ready in 30 minutes at my local CVS/Target. I could not have been more appreciative and delighted by this experience. For sure would recommend and would use again.  **i received NO incentives for this review**",145,0.308561329521563,0.125858303872213
337,5,Ebony Johnson,Stephanie Anderson is the best. She was very understanding and willing to assist with all my needs. Plush care is also very convenient you dont have to wait in the Dr. Office you just sit in the comfort of your own home and talk to the doctor.  Give them a try,51,0.591380487486347,0.54137772513436
338,1,Carrie Howard,"I'd give them 0 stars  if I could.... if you actually  need help and want to interact  with them, you are out of luck. I filled out a questionnaire  an d they cancelled  my appointment  without even speaking to me. I never got to even video chat with DR.  They might talk to you about a sinus  infection,  but if your really need anything  else, you'd be better of going somewhere  in person.",72,0.167662738824575,0.00416384707531048
339,5,Alan Swain,"I have been recommending plush care to my coworkers. I really think  they are the best thing since slice bread, very convenient. It really turned around for me  when I  discovered that they really care and want to give the very best service possible. And if you are having any kind of issue with the service being provided and if they can do anything within their power they will help. This I know from first hand experience. It’s a win,win situation. I work in custusmer service my self so you can believe me when I say they rock.",100,0.290440152884568,0.285424134777111
340,5,Leslie,"Great Service, Easy to Schedule, Accurate Diagnosis, Reasonable Price, So Convenient and the Doctor was very nice",17,,0.909508593886249
341,5,Patient,awesome care.. awesome follow up. friendly and attentive.. Love this,10,0.336220551921988,0.682449733447299
342,5,Patient,"Quick, simple and convenient!",4,,0.9
343,5,patient,Always a great experience I love this service,8,,0.441941738241592
344,5,Texas patient,"Great service, extremely discreet, and the doctors show amazing respect for there patients. It's also a faster then making an appointment and waiting in the doctors waiting room for 1 or 2 hours to be seen.",34,0.201592192730021,0.273477940655259
345,5,Sheila,I haved used plushcare many times..Dr. Allan Marks is a caring and wonderful Dr. he makes you feel comfortable and explains your options as to best deal with your medical condition. It has always been a wow experience..especially with Dr. Marks,43,0.176917094742311,0.191535804803476
346,5,patient,This is a great service!! Especially for someone like me that travels alot.,13,0.066886116991581,0.270902424641963
347,5,Sterling Moore,Awesome service and professionalism. I would recommend Dr. Marks and his team to anyone. These are awesome people with great people skills and knowledge !!!,24,0.191737385007799,0.331900361745681
348,5,Patient,"This worked really well - it was very fast, efficient and easy. Thank you!!!!",13,1.2168209285266,1.21397572064414
349,2,Patient,I was disappointed by Dr Christina Garcia  brief chat.It lasted maybe forty seconds....She called late for my Three PM visit and her follow up inquiry was three day later.Apparently she has weekends off and was not available for a quick question regarding pain relief.I asked if I could take ibuprofen for pain but she got back to me three days later as mentioned and I thought this was unkind.Tylenol would have been an appropriate answer instead of ibuprofen which caused inflammation.She is a poor Doctor in my opinion and I would not and will not use your service again.I certainly did not get my money’s worth and her “bedside” manners are uncaring and I am not a fan of hers st all.Thanks but no thanks on Posh  Care and Dr Garcia.,140,0.49247271788549,-0.339021480807581
351,5,Wendy,"I love the convenience and ease of scheduling an appointment. Every person I have spoken with in the last 2 years has been very patient concerned. As a nurse, I greatly appreciate that dedication.",33,0.370020242385432,0.377995829099587
352,5,Todd,I love this service so much so glad my Insurance adopted it . Great Great service to.have ! Thank you,19,0.264428333354957,0.3808872465881
353,5,Patient,"After my signs and system were discussed, Dr prescribed remedy",10,,0.0790569415042095
354,5,Patient TNB,Great customer service and follow-up reminders each month!,9,,0.166666666666667
355,5,Steve Farris,First time was easy. Doctor was very nice. Didn't brush me iff but actually talked. The cost for me was like going to the emergency room visit without the wait. Thanks you for this.,34,0.263847917165465,0.205911934001573
356,5,Patient,This is the greatest service. I got in touch wtih a Doc named Elizabeth Klenk... and it was an awesome experience because SHE is a frickin' good doctor. Good doctor + good technology = happy customer.,34,0.409969604209097,0.406364180241033
357,3,S. Howard,Doctor could have been more friendly. Satisfied with everything else.,10,0.509437963274473,0.139772961574757
358,5,Patient,"Easy, convenient and great physician!",5,,0.827345151674922
